id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season,price,click_count,user_type,purchase_prob,purchase_pred,inventory
55196,Women,Personal Care,Nails,2017.0,Casual,Lakme Absolute Fast & Fabulous Gold Shimmer Nail Polish 01,55196.jpg,Nail Polish,White,Spring,94.0,2,color_lover,0.22997412,0,95
21696,Women,Accessories,Watches,2016.0,Casual,Fossil Women Green Dial Watch ES2951,21696.jpg,Watches,Black,Winter,56.0,4,fashionista,0.15683435,0,3
37569,Girls,Apparel,Topwear,2012.0,Casual,Madagascar3 Infant Girls Light Green T-Shirt,37569.jpg,Tshirts,Yellow,Summer,15.0,3,budget,0.26011142,0,93
54514,Men,Footwear,Shoes,2012.0,Casual,F Sports Men White Rodeo Shoes,54514.jpg,Casual Shoes,White,Summer,10.0,0,fashionista,0.4362345,0,22
42022,Men,Footwear,Flip Flops,2012.0,Casual,ADIDAS Men AdiCliff Black Flip Flops,42022.jpg,Flip Flops,Black,Summer,34.0,3,color_lover,0.2822148,0,14
35712,Men,Footwear,Shoes,2012.0,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes,35712.jpg,Sports Shoes,White,Summer,47.0,2,color_lover,0.26659945,0,42
11879,Men,Footwear,Shoes,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes,11879.jpg,Formal Shoes,Brown,Winter,79.0,4,fashionista,0.0072094873,0,28
26806,Men,Apparel,Bottomwear,2013.0,Formal,Arrow Men Charcoal Flat Front Trousers,26806.jpg,Trousers,Blue,Fall,37.0,1,color_lover,0.07768022,0,35
21914,Women,Apparel,Apparel Set,2011.0,Ethnic,Biba Women Off-White & Brown Printed Churidar Kurta with Dupatta,21914.jpg,Tops,White,Summer,59.0,5,budget,0.014293572,0,12
49612,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Yellow  Flats,49612.jpg,Heels,Brown,Winter,62.0,5,fashionista,0.0071454677,0,31
43592,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Polo Striped Pink T-shirt,43592.jpg,Tshirts,Red,Summer,64.0,3,color_lover,0.26927397,0,70
6667,Women,Footwear,Shoes,2011.0,Sports,Nike Women's Ballista II Black Silver Shoe,6667.jpg,Sports Shoes,White,Fall,47.0,4,budget,0.038485326,0,58
39753,Boys,Apparel,Bottomwear,2012.0,Casual,Gini Jony Boys Khaki Trousers,39753.jpg,Jeans,Blue,Summer,41.0,1,budget,0.30664834,0,85
56020,Women,Personal Care,Lips,2017.0,Casual,Colorbar Soft Touch Felin Lipstick 036,56020.jpg,Lipstick,Brown,Spring,10.0,3,budget,0.40221098,0,27
18167,Girls,Apparel,Dress,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,18167.jpg,Dresses,Pink,Fall,10.0,2,budget,0.2059089,0,65
8532,Women,Footwear,Shoes,2011.0,Sports,Nike Women Nike Womens Ballista II Silver Sports Shoes,8532.jpg,Sports Shoes,White,Fall,14.0,4,budget,0.12433888,0,41
6571,Men,Apparel,Topwear,2011.0,Casual,Inkfruit Men's Barcode Lemon Yellow T-shirt,6571.jpg,Tshirts,White,Fall,45.0,0,color_lover,0.072057344,0,44
3205,Men,Apparel,Topwear,2011.0,Casual,Tantra Men's Instant Grey T-shirt,3205.jpg,Tshirts,Blue,Fall,18.0,2,budget,0.7543171,1,61
29243,Men,Footwear,Shoes,2012.0,Sports,ADIDAS Men 22Yds Trainer2 White Sports Shoes,29243.jpg,Sports Shoes,White,Fall,48.0,6,color_lover,0.006455053,0,56
15501,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Casual Black Casual Shoes,15501.jpg,Casual Shoes,Black,Fall,56.0,4,color_lover,0.099673755,0,5
15615,Men,Apparel,Topwear,2011.0,Sports,Nike Men Running Red Jerseys,15615.jpg,Tshirts,Red,Summer,22.0,1,budget,0.4133462,0,27
29131,Women,Accessories,Eyewear,2016.0,Casual,Vogue Women Black Sunglasses,29131.jpg,Sunglasses,Black,Winter,10.0,0,fashionista,0.3549881,0,27
46676,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Pack of 3 Perfumes,46676.jpg,Perfume and Body Mist,Pink,Spring,58.0,5,color_lover,0.010990005,0,43
20324,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Printed White Kurta,20324.jpg,Kurtas,White,Fall,25.0,5,budget,0.03693723,0,83
38191,Unisex,Accessories,Eyewear,2016.0,Casual,Polaroid Unisex Sunglasses,38191.jpg,Sunglasses,Black,Winter,40.0,2,budget,0.65102786,1,29
25064,Men,Accessories,Accessories,2015.0,Formal,Lino Perros Men Formal Brown Accessory Gift Set,25064.jpg,Accessory Gift Set,Brown,Summer,50.0,6,color_lover,0.025291445,0,61
39037,Men,Accessories,Cufflinks,2012.0,Formal,Belmonte Men Steel Bright Assorted Cufflinks,39037.jpg,Cufflinks,White,Winter,80.0,3,budget,0.35147402,0,74
34006,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Purple Top,34006.jpg,Tops,Black,Summer,28.0,5,color_lover,0.2252945,0,91
5411,Women,Footwear,Shoes,2011.0,Sports,Tribord To 100 Basic Lady Ss11,5411.jpg,Flip Flops,Black,Summer,30.0,2,budget,0.32426506,0,88
36657,Women,Accessories,Bags,2012.0,Casual,Paridhan Women Multi Coloured Purse,36657.jpg,Wallets,Brown,Summer,35.0,5,budget,0.13508645,0,61
58720,Men,Apparel,Topwear,2012.0,Casual,Puma Men White T-shirt,58720.jpg,Tshirts,White,Summer,50.0,6,fashionista,0.005118139,0,96
57759,Women,Personal Care,Skin Care,2017.0,,Lotus Herbals Jojobawash Face Wash,57759.jpg,Face Wash and Cleanser,White,Spring,36.0,1,budget,0.5211723,1,0
22295,Women,Footwear,Shoes,2012.0,Casual,Inc. 5 Women Casual Black Flats,22295.jpg,Flip Flops,Blue,Summer,36.0,2,budget,0.4736259,0,26
40525,Men,Accessories,Watches,2016.0,Casual,Titan Men Black Dial Watch,40525.jpg,Watches,Black,Winter,23.0,2,budget,0.34653807,0,61
53764,Men,Apparel,Topwear,2012.0,Casual,Puma Men Blue Striped T-shirt,53764.jpg,Tshirts,Blue,Fall,69.0,3,fashionista,0.20652275,0,76
57359,Women,Apparel,Innerwear,2015.0,Casual,Amante Black Printed Full-Coverage Bra BGSW01,57359.jpg,Bra,White,Winter,46.0,1,color_lover,0.15849014,0,2
21290,Women,Accessories,Eyewear,2016.0,Casual,Allen Solly Women Oversized Sunglasses AS205-C3,21290.jpg,Sunglasses,Black,Winter,21.0,1,fashionista,0.17787644,0,69
6882,Women,Apparel,Topwear,2011.0,Casual,Forever New Women Long Peach Jacket,6882.jpg,Jackets,White,Summer,58.0,1,fashionista,0.08907985,0,71
10050,Men,Apparel,Topwear,2011.0,Casual,Puma Men Usain Bolt Black Tshirts,10050.jpg,Tshirts,Black,Summer,84.0,5,budget,0.020552414,0,26
50297,Men,Accessories,Ties,2012.0,Casual,Parx Men Black Tie,50297.jpg,Ties,Black,Summer,59.0,4,fashionista,0.20130883,0,8
25125,Women,Accessories,Bags,2015.0,Casual,Lino Perros Women Sequins Gold Clutch,25125.jpg,Clutches,Beige,Summer,62.0,1,fashionista,0.6785435,1,61
27931,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women White Shirt,27931.jpg,Tshirts,White,Fall,58.0,1,budget,0.1719242,0,36
26654,Men,Footwear,Shoes,2012.0,Sports,Puma Men Black Sports Shoes,26654.jpg,Sports Shoes,Black,Summer,35.0,3,color_lover,0.25491256,0,96
46086,Women,Footwear,Shoes,2012.0,Sports,ADIDAS Women Lavender Hagkok Sports Shoes,46086.jpg,Casual Shoes,White,Fall,54.0,4,color_lover,0.030245991,0,50
36025,Men,Accessories,Belts,2015.0,Casual,OTLS Men Brown & Black Reversible Leather Belt,36025.jpg,Belts,Brown,Summer,57.0,5,fashionista,0.005723261,0,43
54580,Women,Apparel,Topwear,2012.0,Ethnic,Sushilas Women Printed Red Kurta,54580.jpg,Kurtas,Red,Summer,52.0,4,budget,0.12799835,0,23
21251,Unisex,Accessories,Bags,2011.0,Casual,Skybags Unisex Red Duffle Bag,21251.jpg,Handbags,Red,Summer,34.0,2,color_lover,0.1452561,0,78
19994,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Solid Black TShirt,19994.jpg,Tshirts,Black,Summer,65.0,4,budget,0.23230487,0,58
28892,Women,Apparel,Innerwear,2012.0,Casual,Enamor Women Black Mid-Rise Bikini Brief,28892.jpg,Briefs,Black,Summer,59.0,10,fashionista,0.024130972,0,31
29399,Men,Apparel,Bottomwear,2012.0,Formal,Genesis Men Grey Trousers,29399.jpg,Trousers,Blue,Fall,66.0,4,color_lover,0.26266438,0,95
6988,Men,Apparel,Topwear,2011.0,Casual,s.Oliver Men's Qsm White T-shirt,6988.jpg,Tshirts,White,Fall,79.0,6,fashionista,0.028998086,0,87
10842,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men Celebrate Polo Grey T-Shirt,10842.jpg,Tshirts,Grey,Fall,60.0,3,budget,0.21057379,0,51
40435,Women,Apparel,Topwear,2012.0,Casual,Tonga Women Multi Colored Top,40435.jpg,Tops,White,Summer,34.0,7,fashionista,0.030498493,0,61
53802,Men,Apparel,Topwear,2012.0,Casual,Puma Men Black T-shirt,53802.jpg,Tshirts,Black,Summer,42.0,4,color_lover,0.2840409,0,57
37773,Men,Apparel,Topwear,2012.0,Casual,John Players Men Red Gingham Shirt,37773.jpg,Shirts,Red,Fall,25.0,3,fashionista,0.48548895,0,51
24868,Men,Accessories,Wallets,2012.0,Casual,Reid & Taylor Men Casual Black Wallet,24868.jpg,Wallets,Black,Summer,83.0,5,fashionista,0.020592935,0,11
33396,Women,Accessories,Wallets,2012.0,Casual,Baggit Women Kites Jimmy Purple Wallet,33396.jpg,Wallets,Black,Summer,35.0,4,fashionista,0.17591643,0,38
54964,Women,Apparel,Topwear,2012.0,Casual,Do U Speak Green Women Cream T-Shirt,54964.jpg,Tshirts,White,Summer,24.0,1,fashionista,0.14133456,0,1
20758,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Casual Black Sandals,20758.jpg,Sandals,Brown,Summer,36.0,1,budget,0.40538448,0,2
16899,Men,Apparel,Topwear,2011.0,Casual,Status Quo Men Black Polo Tshirt,16899.jpg,Tshirts,Black,Fall,91.0,6,fashionista,0.06325219,0,55
42942,Men,Accessories,Belts,2012.0,Casual,French Connection Men Black Tobacco Belt,42942.jpg,Belts,Black,Summer,19.0,2,color_lover,0.25051185,0,80
19274,Women,Accessories,Watches,2016.0,Casual,Guess Women Glisten Gold Watch,19274.jpg,Watches,Gold,Winter,31.0,1,fashionista,0.0898154,0,58
51006,Women,Apparel,Innerwear,2017.0,Casual,Enamor Brown Bra,51006.jpg,Bra,Black,Summer,53.0,4,budget,0.088218905,0,1
59967,Women,Apparel,Dress,2012.0,Party,Avirate Women Black Dress,59967.jpg,Dresses,Black,Summer,57.0,1,color_lover,0.18286282,0,1
22491,Men,Footwear,Shoes,2011.0,Sports,ADIDAS Men Response Cushion 20 Sport Shoes,22491.jpg,Sports Shoes,Green,Fall,62.0,1,color_lover,0.08243978,0,91
22468,Men,Apparel,Topwear,2011.0,Casual,Timberland Men White Claremont Plaid Shirt,22468.jpg,Shirts,White,Fall,75.0,0,color_lover,0.28248197,0,53
47203,Men,Footwear,Shoes,2012.0,Formal,Franco Leone Men Brown Formal Shoes,47203.jpg,Formal Shoes,Brown,Winter,73.0,2,color_lover,0.036638748,0,86
16533,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Check Purple Shirt,16533.jpg,Shirts,Blue,Fall,52.0,1,fashionista,0.33070076,0,95
2205,Men,Apparel,Topwear,2010.0,Sports,ADIDAS Men Stripe White T-shirt,2205.jpg,Tshirts,White,Summer,48.0,2,color_lover,0.26278937,0,96
4744,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men's Blue Polo T-shirt,4744.jpg,Tshirts,Blue,Summer,43.0,2,budget,0.5278237,1,0
56958,Women,Footwear,Shoes,2012.0,Casual,HM Women Blue Flats,56958.jpg,Heels,Blue,Summer,69.0,4,color_lover,0.20387052,0,18
43613,Men,Apparel,Topwear,2012.0,Casual,Angry Birds Men Blue T-shirt,43613.jpg,Tshirts,Blue,Summer,57.0,2,color_lover,0.29046136,0,1
22751,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed White Kurta,22751.jpg,Kurtas,Green,Fall,53.0,3,color_lover,0.14393492,0,52
44845,Men,Apparel,Topwear,2012.0,Casual,Puma Men Red Ducati Logo T-shirt,44845.jpg,Tshirts,Red,Fall,63.0,5,budget,0.02948891,0,43
46872,Men,Accessories,Socks,2012.0,Casual,Lino Perros Men Pack of 2 Socks,46872.jpg,Socks,White,Summer,57.0,2,fashionista,0.05814789,0,89
2708,Girls,Apparel,Dress,2011.0,Casual,Disney Kids Girl's White Dress Pooh Kidswear,2708.jpg,Tops,White,Summer,36.0,4,budget,0.103685945,0,31
48508,Women,Apparel,Topwear,2012.0,Casual,French Connection Women Navy Blue & Cream Striped Top,48508.jpg,Tops,Grey,Summer,57.0,3,color_lover,0.27505544,0,69
51713,Unisex,Accessories,Eyewear,2016.0,Casual,Van Heusen Unisex Sunglasses VH213-C1,51713.jpg,Sunglasses,Black,Winter,52.0,2,color_lover,0.17630802,0,31
53825,Women,Apparel,Apparel Set,2012.0,Ethnic,Ayaany Women Teal & Purple Embroidered Churidar Kurta with Dupatta,53825.jpg,Kurta Sets,Green,Summer,82.0,2,budget,0.6817388,1,67
22355,Men,Apparel,Topwear,2011.0,Casual,John Players Men Solid Blue Shirt,22355.jpg,Shirts,Blue,Fall,76.0,1,color_lover,0.2972464,0,54
5809,Women,Apparel,Bottomwear,2011.0,Casual,Puma Women Black Capris,5809.jpg,Track Pants,Navy Blue,Fall,24.0,1,budget,0.3678612,0,74
48469,Women,Apparel,Dress,2012.0,Casual,French Connection Black Dress,48469.jpg,Dresses,Black,Summer,85.0,7,fashionista,0.008955281,0,55
52125,Girls,Apparel,Dress,2012.0,Casual,Doodle Girls Pink Printed Dress,52125.jpg,Dresses,White,Fall,64.0,4,budget,0.08721023,0,16
26559,Men,Footwear,Shoes,2012.0,Casual,Lee Cooper Men Black Shoes,26559.jpg,Formal Shoes,Black,Summer,68.0,1,color_lover,0.31923947,0,37
54813,Women,Accessories,Bags,2010.0,Casual,Ivory Tag Brown Fur Handbag,54813.jpg,Handbags,Black,Summer,34.0,3,budget,0.16922489,0,23
29165,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Printed Black & White Top,29165.jpg,Tshirts,Blue,Summer,61.0,5,color_lover,0.07226555,0,68
48365,Men,Apparel,Topwear,2012.0,Casual,French Connection Men Navy Blue Shirt,48365.jpg,Shirts,Navy Blue,Summer,23.0,4,color_lover,0.14979827,0,97
56461,Women,Personal Care,Nails,2017.0,Casual,Streetwear Pluto's Nail Polish 10,56461.jpg,Nail Polish,Brown,Spring,53.0,4,color_lover,0.085115105,0,69
31985,Men,Footwear,Shoes,2012.0,Casual,Woodland Men Khaki Shoes,31985.jpg,Casual Shoes,Brown,Summer,25.0,1,color_lover,0.15216354,0,85
23572,Men,Personal Care,Fragrance,2017.0,Casual,Boss Men Perfume,23572.jpg,Perfume and Body Mist,White,Spring,45.0,3,budget,0.31378514,0,10
32269,Women,Apparel,Topwear,2012.0,Ethnic,Vishudh Women Printed Orange Kurta,32269.jpg,Kurtas,White,Summer,38.0,3,budget,0.41513953,0,15
28033,Men,Apparel,Innerwear,2016.0,Casual,Jockey ELANCE Men Black Y Front Briefs 1006,28033.jpg,Briefs,Black,Summer,17.0,1,fashionista,0.059959084,0,96
54639,Men,Accessories,Watches,2016.0,Casual,Fastrack Men Black Dial Watch,54639.jpg,Watches,Black,Winter,37.0,3,color_lover,0.050902475,0,72
58215,Women,Apparel,Bottomwear,2012.0,Ethnic,Shree Women Multi Coloured Patiala,58215.jpg,Patiala,Multi,Summer,89.0,0,budget,0.13526936,0,58
28383,Men,Accessories,Eyewear,2016.0,Casual,Idee Men Black Sunglasses,28383.jpg,Sunglasses,Black,Winter,54.0,3,fashionista,0.19947463,0,69
40468,Men,Footwear,Shoes,2012.0,Casual,Fila Men Rockford Black Shoes,40468.jpg,Casual Shoes,Black,Fall,51.0,3,color_lover,0.11747519,0,79
55418,Women,Personal Care,Lips,2017.0,Casual,Revlon Moisture Stay Violet Lipstick 13,55418.jpg,Lip Gloss,Brown,Spring,58.0,4,budget,0.07357979,0,92
5187,Men,Apparel,Topwear,2011.0,Casual,Linkin Park Men's Black T-shirt,5187.jpg,Tshirts,Black,Summer,43.0,3,budget,0.2588078,0,2
31325,Women,Apparel,Topwear,2012.0,Ethnic,Aurelia Women Printed Purple Kurta,31325.jpg,Kurtas,Green,Fall,70.0,2,budget,0.5032131,1,19
21410,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Printed Black T-shirt,21410.jpg,Tshirts,Black,Summer,47.0,5,budget,0.034792893,0,58
50669,Men,Apparel,Loungewear and Nightwear,2018.0,Casual,Chromozome Men Assorted Checked Pyjamas S-5264,50669.jpg,Lounge Pants,Blue,Summer,53.0,2,color_lover,0.2983476,0,35
46047,Women,Accessories,Jewellery,2016.0,Casual,Estelle Gold Earrings,46047.jpg,Earrings,Silver,Summer,76.0,4,budget,0.20643033,0,18
32118,Men,Apparel,Innerwear,2016.0,Casual,Playboy Men Jack Green Brief,32118.jpg,Briefs,Green,Summer,59.0,4,fashionista,0.014127932,0,89
28808,Men,Apparel,Topwear,2012.0,Casual,Denizen Men Striped Black Shirt,28808.jpg,Shirts,Navy Blue,Fall,44.0,7,color_lover,0.021604953,0,66
18753,Women,Apparel,Topwear,2011.0,Casual,Arrow Woman Megan Blue Top,18753.jpg,Tops,Grey,Summer,99.0,4,budget,0.7646328,1,18
15794,Men,Apparel,Innerwear,2016.0,Casual,Facit Men Grey String Bikini Briefs,15794.jpg,Briefs,Blue,Summer,40.0,1,color_lover,0.2266568,0,19
51399,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Blue Check Shirt,51399.jpg,Shirts,Blue,Summer,85.0,3,color_lover,0.14375152,0,95
51879,Women,Accessories,Wallets,2016.0,Casual,Nyk Women Pink Wallet,51879.jpg,Wallets,Red,Summer,66.0,5,color_lover,0.03907535,0,70
7996,Men,Apparel,Topwear,2011.0,Sports,Fila Men's Striper Pique Polo Purple Navy T-shirt,7996.jpg,Tshirts,Black,Fall,31.0,1,budget,0.42459127,0,51
53367,Unisex,Accessories,Bags,2012.0,Casual,Puma Unisex Pink Backpack,53367.jpg,Backpacks,Red,Summer,41.0,4,color_lover,0.13485803,0,32
29649,Men,Apparel,Topwear,2012.0,Formal,Indigo Nation Men Striped Blue Shirt,29649.jpg,Shirts,Blue,Fall,67.0,2,budget,0.32028356,0,39
9926,Unisex,Accessories,Bags,2011.0,Casual,Puma Unisex Originals Mono Flight Green Bags,9926.jpg,Handbags,Blue,Summer,42.0,2,budget,0.18827805,0,38
34992,Women,Apparel,Saree,2012.0,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari,34992.jpg,Sarees,Black,Fall,64.0,4,fashionista,0.14623965,0,81
18613,Men,Apparel,Topwear,2011.0,Sports,Puma Men Team SS Chive-Olive Tshirts,18613.jpg,Tshirts,Green,Fall,60.0,1,fashionista,0.09281945,0,0
35692,Men,Footwear,Shoes,2012.0,Casual,U.S. Polo Assn. Men White Shoes,35692.jpg,Casual Shoes,White,Summer,48.0,3,color_lover,0.26152325,0,10
59276,Women,Accessories,Watches,2016.0,Casual,Titan Women Black Watch,59276.jpg,Watches,Black,Winter,31.0,2,color_lover,0.17476347,0,91
43264,Women,Apparel,Topwear,2012.0,Ethnic,Aneri Women White Kurta,43264.jpg,Kurtas,White,Summer,43.0,2,fashionista,0.09590689,0,56
16421,Men,Apparel,Topwear,2011.0,Casual,Levi's Men Stripes Brown Tshirts,16421.jpg,Tshirts,Black,Fall,80.0,5,fashionista,0.04941984,0,88
44219,Men,Apparel,Topwear,2012.0,Casual,Nike Men Black Ozil T-shirt,44219.jpg,Tshirts,Black,Fall,67.0,3,budget,0.43384516,0,49
13195,Men,Footwear,Shoes,2011.0,Casual,Puma Men Track Cat Basic White Casual Shoes,13195.jpg,Casual Shoes,White,Fall,32.0,5,budget,0.1524973,0,22
5701,Men,Footwear,Shoes,2015.0,Casual,Skechers Men's Flaunted Black Shoe,5701.jpg,Casual Shoes,Black,Summer,95.0,6,budget,0.14140657,0,30
52835,Women,Accessories,Jewellery,2012.0,Casual,Adrika Red Earrings,52835.jpg,Earrings,Brown,Summer,80.0,6,color_lover,0.013406359,0,93
6818,Men,Footwear,Flip Flops,2011.0,Casual,Timberland Men's Grn Thng Red Flip Flop,6818.jpg,Flip Flops,Black,Summer,59.0,2,color_lover,0.28595978,0,41
37561,Girls,Apparel,Topwear,2012.0,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,37561.jpg,Rompers,Pink,Summer,84.0,4,fashionista,0.03409171,0,98
36666,Unisex,Accessories,Bags,2012.0,Casual,Paridhan Unisex Brown Duffle Bag,36666.jpg,Handbags,Brown,Winter,61.0,6,fashionista,0.0033414839,0,6
52156,Women,Apparel,Topwear,2012.0,Casual,Femella Women Black Summer Cape Top,52156.jpg,Tshirts,Green,Fall,118.0,2,budget,0.033341475,0,15
51920,Women,Accessories,Bags,2016.0,Casual,Nyk Women Ink Blue Albedo Handbag,51920.jpg,Handbags,Black,Summer,57.0,4,fashionista,0.06514112,0,89
56202,Women,Accessories,Jewellery,2016.0,Casual,Estelle Women Gold Pendant,56202.jpg,Earrings,Gold,Fall,67.0,2,color_lover,0.05224574,0,59
27624,Men,Apparel,Bottomwear,2012.0,Casual,Scullers Men Cream Shorts,27624.jpg,Shorts,White,Summer,59.0,2,fashionista,0.08553486,0,1
28776,Women,Apparel,Topwear,2012.0,Ethnic,Aurelia Women Printed Orange Kurti,28776.jpg,Kurtis,Red,Summer,35.0,5,budget,0.06311138,0,0
22758,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed Blue Kurta,22758.jpg,Kurtas,Green,Fall,20.0,1,color_lover,0.053619068,0,47
42054,Women,Accessories,Wallets,2012.0,Casual,Bulchee  Women Red Wallet Clutch,42054.jpg,Wallets,Red,Summer,49.0,5,fashionista,0.0054488843,0,11
56184,Women,Personal Care,Makeup,2017.0,Casual,ColorBar Neutral Triple Act Compact 001,56184.jpg,Compact,Skin,Summer,42.0,3,budget,0.28468943,0,68
51583,Women,Apparel,Bottomwear,2012.0,Casual,Wrangler Women Navy Blue Jeggings,51583.jpg,Jeans,Black,Summer,49.0,1,fashionista,0.30179933,0,36
8389,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men  Red Polo Tshirts,8389.jpg,Tshirts,Black,Summer,61.0,2,color_lover,0.28582555,0,31
35045,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Silk Green Kurta,35045.jpg,Kurtas,Green,Summer,65.0,0,color_lover,0.47033873,0,8
3812,Men,Footwear,Shoes,2014.0,Casual,Converse Men CT COLOR HI Black Black Casual Shoes,3812.jpg,Casual Shoes,Black,Summer,66.0,2,budget,0.42776576,0,98
4034,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Better Days Are Coming Black T-shirt,4034.jpg,Tshirts,Black,Summer,31.0,1,budget,0.31674138,0,18
23766,Men,Accessories,Eyewear,2016.0,Casual,Oakley Men Black Fast Jacket Sunglasses,23766.jpg,Sunglasses,Black,Winter,33.0,3,color_lover,0.121979155,0,47
56425,Women,Personal Care,Eyes,2017.0,Casual,Streetwear FX Spice Girl Eye Shadow,56425.jpg,Eyeshadow,Bronze,Spring,50.0,0,budget,0.5123204,1,79
57129,Women,Apparel,Topwear,2012.0,Casual,Elle Women Red Top,57129.jpg,Tops,Pink,Summer,68.0,4,color_lover,0.07646929,0,2
23747,Unisex,Accessories,Eyewear,2016.0,Casual,Ray-Ban Unisex Active Lifestyle Sunglasses,23747.jpg,Sunglasses,Black,Winter,57.0,2,color_lover,0.15757993,0,19
8694,Women,Accessories,Eyewear,2016.0,Casual,Fastrack Women Gradient Sunglasses P168BK1F,8694.jpg,Sunglasses,Black,Winter,63.0,3,fashionista,0.25522444,0,23
35051,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Blue Kurtis,35051.jpg,Kurtas,Blue,Summer,44.0,2,budget,0.5203486,1,53
3399,Women,Accessories,Bags,2015.0,Casual,Murcia Women Yellow Handbag,3399.jpg,Handbags,Yellow,Winter,84.0,2,fashionista,0.067371376,0,32
48400,Men,Apparel,Topwear,2012.0,Casual,French Connection Men White T-shirt,48400.jpg,Tshirts,White,Summer,61.0,2,fashionista,0.094607815,0,23
38987,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Wild West T-shirt,38987.jpg,Tshirts,Blue,Summer,51.0,4,color_lover,0.21773684,0,74
28525,Men,Apparel,Topwear,2012.0,Casual,Nike Men Man U Core Black T-shirt,28525.jpg,Tshirts,Black,Summer,57.0,3,budget,0.3908106,0,71
4915,Women,Apparel,Topwear,2011.0,Casual,Gini and Jony Girl's Vollie White Kidswear,4915.jpg,Tshirts,White,Summer,65.0,3,color_lover,0.27707565,0,35
12502,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Short Red Tshirts,12502.jpg,Tshirts,Red,Fall,77.0,4,budget,0.25420976,0,37
38010,Men,Accessories,Watches,2016.0,Casual,Q&Q Men White Dial Watch DB06J304Y,38010.jpg,Watches,White,Winter,39.0,2,budget,0.2882239,0,83
45214,Women,Accessories,Watches,2016.0,Casual,CASIO Enticer Women Black Dial Watch A669,45214.jpg,Watches,Black,Winter,33.0,1,budget,0.37122986,0,98
44255,Women,Accessories,Wallets,2012.0,Casual,Hidekraft Women Black Wallet,44255.jpg,Wallets,Black,Summer,37.0,0,budget,0.3987637,0,88
10327,Men,Accessories,Watches,2016.0,Casual,Puma Men Slick Gents 3HD Black Watches,10327.jpg,Watches,Black,Winter,17.0,4,fashionista,0.07740274,0,98
33272,Girls,Apparel,Bottomwear,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher,33272.jpg,Capris,White,Summer,21.0,3,budget,0.12841101,0,24
26105,Men,Apparel,Topwear,2012.0,Formal,John Miller Men Striped Purple Shirt,26105.jpg,Shirts,Blue,Fall,49.0,3,fashionista,0.2475579,0,92
10450,Men,Apparel,Topwear,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,10450.jpg,Tshirts,Blue,Fall,19.0,1,color_lover,0.18378651,0,17
51256,Men,Accessories,Belts,2012.0,Formal,Park Avenue Men Brown Belt,51256.jpg,Belts,Black,Summer,35.0,3,color_lover,0.21977666,0,81
12438,Unisex,Accessories,Headwear,2011.0,Casual,Timberland Unisex Casual Black Caps,12438.jpg,Caps,Black,Fall,52.0,7,budget,0.12213604,0,65
42348,Women,Apparel,Bottomwear,2012.0,Casual,Flying Machine Women Back Trousers,42348.jpg,Track Pants,Blue,Summer,54.0,6,budget,0.06640394,0,53
33126,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Gold Stilettos,33126.jpg,Heels,Beige,Winter,38.0,6,fashionista,0.11795035,0,34
41959,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Rugby Green T-shirt,41959.jpg,Tshirts,Blue,Summer,58.0,1,budget,0.15665357,0,79
36693,Men,Footwear,Sandal,2012.0,Casual,Spalding Men Brown Sandals,36693.jpg,Sandals,Brown,Summer,45.0,3,color_lover,0.24003893,0,60
49783,Women,Apparel,Loungewear and Nightwear,2012.0,Casual,Little Miss Intimates Grey & Black Pyjama Set,49783.jpg,Night suits,White,Summer,32.0,4,color_lover,0.17901026,0,40
