id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season
10842,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men Celebrate Polo Grey T-Shirt,10842.jpg,Tshirts,Grey,Fall
40435,Women,Apparel,Topwear,2012.0,Casual,Tonga Women Multi Colored Top,40435.jpg,Tops,White,Summer
53802,Men,Apparel,Topwear,2012.0,Casual,Puma Men Black T-shirt,53802.jpg,Tshirts,Black,Summer
37773,Men,Apparel,Topwear,2012.0,Casual,John Players Men Red Gingham Shirt,37773.jpg,Shirts,Red,Fall
24868,Men,Accessories,Wallets,2012.0,Casual,Reid & Taylor Men Casual Black Wallet,24868.jpg,Wallets,Black,Summer
33396,Women,Accessories,Wallets,2012.0,Casual,Baggit Women Kites Jimmy Purple Wallet,33396.jpg,Wallets,Black,Summer
54964,Women,Apparel,Topwear,2012.0,Casual,Do U Speak Green Women Cream T-Shirt,54964.jpg,Tshirts,White,Summer
20758,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Casual Black Sandals,20758.jpg,Sandals,Brown,Summer
16899,Men,Apparel,Topwear,2011.0,Casual,Status Quo Men Black Polo Tshirt,16899.jpg,Tshirts,Black,Fall
42942,Men,Accessories,Belts,2012.0,Casual,French Connection Men Black Tobacco Belt,42942.jpg,Belts,Black,Summer
19274,Women,Accessories,Watches,2016.0,Casual,Guess Women Glisten Gold Watch,19274.jpg,Watches,Gold,Winter
51006,Women,Apparel,Innerwear,2017.0,Casual,Enamor Brown Bra,51006.jpg,Bra,Black,Summer
59967,Women,Apparel,Dress,2012.0,Party,Avirate Women Black Dress,59967.jpg,Dresses,Black,Summer
22491,Men,Footwear,Shoes,2011.0,Sports,ADIDAS Men Response Cushion 20 Sport Shoes,22491.jpg,Sports Shoes,Green,Fall
22468,Men,Apparel,Topwear,2011.0,Casual,Timberland Men White Claremont Plaid Shirt,22468.jpg,Shirts,White,Fall
47203,Men,Footwear,Shoes,2012.0,Formal,Franco Leone Men Brown Formal Shoes,47203.jpg,Formal Shoes,Brown,Winter
16533,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Check Purple Shirt,16533.jpg,Shirts,Blue,Fall
2205,Men,Apparel,Topwear,2010.0,Sports,ADIDAS Men Stripe White T-shirt,2205.jpg,Tshirts,White,Summer
4744,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men's Blue Polo T-shirt,4744.jpg,Tshirts,Blue,Summer
56958,Women,Footwear,Shoes,2012.0,Casual,HM Women Blue Flats,56958.jpg,Heels,Blue,Summer
43613,Men,Apparel,Topwear,2012.0,Casual,Angry Birds Men Blue T-shirt,43613.jpg,Tshirts,Blue,Summer
22751,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed White Kurta,22751.jpg,Kurtas,Green,Fall
44845,Men,Apparel,Topwear,2012.0,Casual,Puma Men Red Ducati Logo T-shirt,44845.jpg,Tshirts,Red,Fall
46872,Men,Accessories,Socks,2012.0,Casual,Lino Perros Men Pack of 2 Socks,46872.jpg,Socks,White,Summer
2708,Girls,Apparel,Dress,2011.0,Casual,Disney Kids Girl's White Dress Pooh Kidswear,2708.jpg,Tops,White,Summer
48508,Women,Apparel,Topwear,2012.0,Casual,French Connection Women Navy Blue & Cream Striped Top,48508.jpg,Tops,Grey,Summer
51713,Unisex,Accessories,Eyewear,2016.0,Casual,Van Heusen Unisex Sunglasses VH213-C1,51713.jpg,Sunglasses,Black,Winter
53825,Women,Apparel,Apparel Set,2012.0,Ethnic,Ayaany Women Teal & Purple Embroidered Churidar Kurta with Dupatta,53825.jpg,Kurta Sets,Green,Summer
22355,Men,Apparel,Topwear,2011.0,Casual,John Players Men Solid Blue Shirt,22355.jpg,Shirts,Blue,Fall
5809,Women,Apparel,Bottomwear,2011.0,Casual,Puma Women Black Capris,5809.jpg,Track Pants,Navy Blue,Fall
48469,Women,Apparel,Dress,2012.0,Casual,French Connection Black Dress,48469.jpg,Dresses,Black,Summer
52125,Girls,Apparel,Dress,2012.0,Casual,Doodle Girls Pink Printed Dress,52125.jpg,Dresses,White,Fall
26559,Men,Footwear,Shoes,2012.0,Casual,Lee Cooper Men Black Shoes,26559.jpg,Formal Shoes,Black,Summer
54813,Women,Accessories,Bags,2010.0,Casual,Ivory Tag Brown Fur Handbag,54813.jpg,Handbags,Black,Summer
29165,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Printed Black & White Top,29165.jpg,Tshirts,Blue,Summer
48365,Men,Apparel,Topwear,2012.0,Casual,French Connection Men Navy Blue Shirt,48365.jpg,Shirts,Navy Blue,Summer
56461,Women,Personal Care,Nails,2017.0,Casual,Streetwear Pluto's Nail Polish 10,56461.jpg,Nail Polish,Brown,Spring
31985,Men,Footwear,Shoes,2012.0,Casual,Woodland Men Khaki Shoes,31985.jpg,Casual Shoes,Brown,Summer
23572,Men,Personal Care,Fragrance,2017.0,Casual,Boss Men Perfume,23572.jpg,Perfume and Body Mist,White,Spring
32269,Women,Apparel,Topwear,2012.0,Ethnic,Vishudh Women Printed Orange Kurta,32269.jpg,Kurtas,White,Summer
28033,Men,Apparel,Innerwear,2016.0,Casual,Jockey ELANCE Men Black Y Front Briefs 1006,28033.jpg,Briefs,Black,Summer
54639,Men,Accessories,Watches,2016.0,Casual,Fastrack Men Black Dial Watch,54639.jpg,Watches,Black,Winter
58215,Women,Apparel,Bottomwear,2012.0,Ethnic,Shree Women Multi Coloured Patiala,58215.jpg,Patiala,Multi,Summer
28383,Men,Accessories,Eyewear,2016.0,Casual,Idee Men Black Sunglasses,28383.jpg,Sunglasses,Black,Winter
40468,Men,Footwear,Shoes,2012.0,Casual,Fila Men Rockford Black Shoes,40468.jpg,Casual Shoes,Black,Fall
55418,Women,Personal Care,Lips,2017.0,Casual,Revlon Moisture Stay Violet Lipstick 13,55418.jpg,Lip Gloss,Brown,Spring
5187,Men,Apparel,Topwear,2011.0,Casual,Linkin Park Men's Black T-shirt,5187.jpg,Tshirts,Black,Summer
31325,Women,Apparel,Topwear,2012.0,Ethnic,Aurelia Women Printed Purple Kurta,31325.jpg,Kurtas,Green,Fall
21410,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Printed Black T-shirt,21410.jpg,Tshirts,Black,Summer
50669,Men,Apparel,Loungewear and Nightwear,2018.0,Casual,Chromozome Men Assorted Checked Pyjamas S-5264,50669.jpg,Lounge Pants,Blue,Summer
46047,Women,Accessories,Jewellery,2016.0,Casual,Estelle Gold Earrings,46047.jpg,Earrings,Silver,Summer
32118,Men,Apparel,Innerwear,2016.0,Casual,Playboy Men Jack Green Brief,32118.jpg,Briefs,Green,Summer
28808,Men,Apparel,Topwear,2012.0,Casual,Denizen Men Striped Black Shirt,28808.jpg,Shirts,Navy Blue,Fall
18753,Women,Apparel,Topwear,2011.0,Casual,Arrow Woman Megan Blue Top,18753.jpg,Tops,Grey,Summer
15794,Men,Apparel,Innerwear,2016.0,Casual,Facit Men Grey String Bikini Briefs,15794.jpg,Briefs,Blue,Summer
51399,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Blue Check Shirt,51399.jpg,Shirts,Blue,Summer
51879,Women,Accessories,Wallets,2016.0,Casual,Nyk Women Pink Wallet,51879.jpg,Wallets,Red,Summer
7996,Men,Apparel,Topwear,2011.0,Sports,Fila Men's Striper Pique Polo Purple Navy T-shirt,7996.jpg,Tshirts,Black,Fall
53367,Unisex,Accessories,Bags,2012.0,Casual,Puma Unisex Pink Backpack,53367.jpg,Backpacks,Red,Summer
29649,Men,Apparel,Topwear,2012.0,Formal,Indigo Nation Men Striped Blue Shirt,29649.jpg,Shirts,Blue,Fall
9926,Unisex,Accessories,Bags,2011.0,Casual,Puma Unisex Originals Mono Flight Green Bags,9926.jpg,Handbags,Blue,Summer
34992,Women,Apparel,Saree,2012.0,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari,34992.jpg,Sarees,Black,Fall
18613,Men,Apparel,Topwear,2011.0,Sports,Puma Men Team SS Chive-Olive Tshirts,18613.jpg,Tshirts,Green,Fall
35692,Men,Footwear,Shoes,2012.0,Casual,U.S. Polo Assn. Men White Shoes,35692.jpg,Casual Shoes,White,Summer
59276,Women,Accessories,Watches,2016.0,Casual,Titan Women Black Watch,59276.jpg,Watches,Black,Winter
43264,Women,Apparel,Topwear,2012.0,Ethnic,Aneri Women White Kurta,43264.jpg,Kurtas,White,Summer
16421,Men,Apparel,Topwear,2011.0,Casual,Levi's Men Stripes Brown Tshirts,16421.jpg,Tshirts,Black,Fall
44219,Men,Apparel,Topwear,2012.0,Casual,Nike Men Black Ozil T-shirt,44219.jpg,Tshirts,Black,Fall
13195,Men,Footwear,Shoes,2011.0,Casual,Puma Men Track Cat Basic White Casual Shoes,13195.jpg,Casual Shoes,White,Fall
5701,Men,Footwear,Shoes,2015.0,Casual,Skechers Men's Flaunted Black Shoe,5701.jpg,Casual Shoes,Black,Summer
52835,Women,Accessories,Jewellery,2012.0,Casual,Adrika Red Earrings,52835.jpg,Earrings,Brown,Summer
6818,Men,Footwear,Flip Flops,2011.0,Casual,Timberland Men's Grn Thng Red Flip Flop,6818.jpg,Flip Flops,Black,Summer
37561,Girls,Apparel,Topwear,2012.0,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,37561.jpg,Rompers,Pink,Summer
36666,Unisex,Accessories,Bags,2012.0,Casual,Paridhan Unisex Brown Duffle Bag,36666.jpg,Handbags,Brown,Winter
52156,Women,Apparel,Topwear,2012.0,Casual,Femella Women Black Summer Cape Top,52156.jpg,Tshirts,Green,Fall
51920,Women,Accessories,Bags,2016.0,Casual,Nyk Women Ink Blue Albedo Handbag,51920.jpg,Handbags,Black,Summer
56202,Women,Accessories,Jewellery,2016.0,Casual,Estelle Women Gold Pendant,56202.jpg,Earrings,Gold,Fall
27624,Men,Apparel,Bottomwear,2012.0,Casual,Scullers Men Cream Shorts,27624.jpg,Shorts,White,Summer
28776,Women,Apparel,Topwear,2012.0,Ethnic,Aurelia Women Printed Orange Kurti,28776.jpg,Kurtis,Red,Summer
22758,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed Blue Kurta,22758.jpg,Kurtas,Green,Fall
42054,Women,Accessories,Wallets,2012.0,Casual,Bulchee  Women Red Wallet Clutch,42054.jpg,Wallets,Red,Summer
56184,Women,Personal Care,Makeup,2017.0,Casual,ColorBar Neutral Triple Act Compact 001,56184.jpg,Compact,Skin,Summer
51583,Women,Apparel,Bottomwear,2012.0,Casual,Wrangler Women Navy Blue Jeggings,51583.jpg,Jeans,Black,Summer
8389,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men  Red Polo Tshirts,8389.jpg,Tshirts,Black,Summer
35045,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Silk Green Kurta,35045.jpg,Kurtas,Green,Summer
3812,Men,Footwear,Shoes,2014.0,Casual,Converse Men CT COLOR HI Black Black Casual Shoes,3812.jpg,Casual Shoes,Black,Summer
4034,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Better Days Are Coming Black T-shirt,4034.jpg,Tshirts,Black,Summer
23766,Men,Accessories,Eyewear,2016.0,Casual,Oakley Men Black Fast Jacket Sunglasses,23766.jpg,Sunglasses,Black,Winter
56425,Women,Personal Care,Eyes,2017.0,Casual,Streetwear FX Spice Girl Eye Shadow,56425.jpg,Eyeshadow,Bronze,Spring
57129,Women,Apparel,Topwear,2012.0,Casual,Elle Women Red Top,57129.jpg,Tops,Pink,Summer
23747,Unisex,Accessories,Eyewear,2016.0,Casual,Ray-Ban Unisex Active Lifestyle Sunglasses,23747.jpg,Sunglasses,Black,Winter
8694,Women,Accessories,Eyewear,2016.0,Casual,Fastrack Women Gradient Sunglasses P168BK1F,8694.jpg,Sunglasses,Black,Winter
35051,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Blue Kurtis,35051.jpg,Kurtas,Blue,Summer
3399,Women,Accessories,Bags,2015.0,Casual,Murcia Women Yellow Handbag,3399.jpg,Handbags,Yellow,Winter
48400,Men,Apparel,Topwear,2012.0,Casual,French Connection Men White T-shirt,48400.jpg,Tshirts,White,Summer
38987,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Wild West T-shirt,38987.jpg,Tshirts,Blue,Summer
28525,Men,Apparel,Topwear,2012.0,Casual,Nike Men Man U Core Black T-shirt,28525.jpg,Tshirts,Black,Summer
4915,Women,Apparel,Topwear,2011.0,Casual,Gini and Jony Girl's Vollie White Kidswear,4915.jpg,Tshirts,White,Summer
12502,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Short Red Tshirts,12502.jpg,Tshirts,Red,Fall
38010,Men,Accessories,Watches,2016.0,Casual,Q&Q Men White Dial Watch DB06J304Y,38010.jpg,Watches,White,Winter
45214,Women,Accessories,Watches,2016.0,Casual,CASIO Enticer Women Black Dial Watch A669,45214.jpg,Watches,Black,Winter
44255,Women,Accessories,Wallets,2012.0,Casual,Hidekraft Women Black Wallet,44255.jpg,Wallets,Black,Summer
10327,Men,Accessories,Watches,2016.0,Casual,Puma Men Slick Gents 3HD Black Watches,10327.jpg,Watches,Black,Winter
33272,Girls,Apparel,Bottomwear,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher,33272.jpg,Capris,White,Summer
26105,Men,Apparel,Topwear,2012.0,Formal,John Miller Men Striped Purple Shirt,26105.jpg,Shirts,Blue,Fall
10450,Men,Apparel,Topwear,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,10450.jpg,Tshirts,Blue,Fall
51256,Men,Accessories,Belts,2012.0,Formal,Park Avenue Men Brown Belt,51256.jpg,Belts,Black,Summer
12438,Unisex,Accessories,Headwear,2011.0,Casual,Timberland Unisex Casual Black Caps,12438.jpg,Caps,Black,Fall
42348,Women,Apparel,Bottomwear,2012.0,Casual,Flying Machine Women Back Trousers,42348.jpg,Track Pants,Blue,Summer
33126,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Gold Stilettos,33126.jpg,Heels,Beige,Winter
41959,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Rugby Green T-shirt,41959.jpg,Tshirts,Blue,Summer
36693,Men,Footwear,Sandal,2012.0,Casual,Spalding Men Brown Sandals,36693.jpg,Sandals,Brown,Summer
49783,Women,Apparel,Loungewear and Nightwear,2012.0,Casual,Little Miss Intimates Grey & Black Pyjama Set,49783.jpg,Night suits,White,Summer
37332,Women,Accessories,Watches,2016.0,Casual,DKNY Women White Dial Watch NY8482,37332.jpg,Watches,White,Winter
29493,Women,Accessories,Watches,2016.0,Casual,Giordano Women Chronograph White Dial Watch,29493.jpg,Watches,White,Winter
45387,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Black Flats,45387.jpg,Flip Flops,Black,Summer
2122,Women,Apparel,Topwear,2010.0,Casual,Lee Women Black Top,2122.jpg,Tshirts,Black,Fall
23886,Men,Footwear,Shoes,2012.0,Sports,Fila Men Hex II White Sports Shoes,23886.jpg,Sports Shoes,White,Fall
53759,Men,Apparel,Topwear,2012.0,Casual,Puma Men Grey T-shirt,53759.jpg,Tshirts,Black,Summer
39314,Girls,Apparel,Bottomwear,2012.0,Casual,Gini and Jony Girls Red Skirt,39314.jpg,Skirts,Red,Summer
49896,Girls,Accessories,Watches,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,49896.jpg,Watches,White,Winter
8124,Women,Accessories,Watches,2016.0,Casual,Fastrack Women Core Analog Steel White Watch,8124.jpg,Watches,White,Winter
4081,Men,Apparel,Topwear,2011.0,Casual,Inkfruit Men's Type Bee Grey Melange T-shirt,4081.jpg,Tshirts,Grey,Summer
57658,Women,Personal Care,Nails,2017.0,Casual,Lotus Herbals Pure White Nail Polish 81,57658.jpg,Nail Polish,Silver,Spring
31661,Men,Apparel,Topwear,2012.0,Casual,Indigo Nation Men Printed Blue Shirt,31661.jpg,Shirts,Blue,Fall
35007,Women,Accessories,Stoles,2012.0,Ethnic,Fabindia Women Printed Rust Stole,35007.jpg,Kurtas,Red,Summer
51486,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Brown Trousers,51486.jpg,Jeans,Blue,Summer
14721,Women,Apparel,Topwear,2011.0,Casual,Scullers For Her Women Casual Shirt Purple Shirts,14721.jpg,Tops,Black,Summer
23795,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Black Cocoa Creme Shoes,23795.jpg,Formal Shoes,Black,Summer
29548,Men,Apparel,Topwear,2012.0,Casual,Classic Polo Men Printed Navy Blue T-shirt,29548.jpg,Tshirts,Navy Blue,Summer
52306,Women,Accessories,Jewellery,2016.0,Casual,ToniQ Women Golden Necklace,52306.jpg,Necklace and Chains,Gold,Summer
20872,Men,Footwear,Shoes,2011.0,Formal,Franco Leone Men Formal Brown Shoes,20872.jpg,Formal Shoes,Black,Winter
27372,Men,Apparel,Topwear,2011.0,Casual,Tantra Men Blood Test Green T-shirt,27372.jpg,Tshirts,Green,Fall
34856,Men,Footwear,Shoes,2012.0,Casual,Vans Men Classic Slip-On Black Shoes,34856.jpg,Casual Shoes,Black,Summer
8526,Women,Footwear,Shoes,2011.0,Sports,Nike Women Nike Womens Downshifter 3 MSL Black Sports Shoes,8526.jpg,Sports Shoes,Black,Summer
10658,Women,Apparel,Topwear,2011.0,Casual,Doodle Girl Little frock White Tops,10658.jpg,Tops,White,Summer
43336,Men,Footwear,Shoes,2012.0,Sports,Reebok Men White Turbo Sports Shoes,43336.jpg,Sports Shoes,White,Summer
31857,Women,Accessories,Watches,2016.0,Casual,Titan Women Mother Of Pearl Dial Watch,31857.jpg,Watches,Gold,Winter
1981,Women,Apparel,Bottomwear,2010.0,Casual,Puma Women's Island Green Shorts,1981.jpg,Shorts,White,Summer
6870,Women,Apparel,Dress,2011.0,Casual,Forever New Women's Pink Dress,6870.jpg,Dresses,Pink,Summer
14026,Men,Apparel,Topwear,2011.0,Sports,Nike Men Solid Grey Tshirts,14026.jpg,Tshirts,Black,Fall
29352,Men,Apparel,Topwear,2012.0,Casual,Probase Men Navy Blue Printed T-shirt,29352.jpg,Tshirts,Blue,Summer
50183,Women,Accessories,Bags,2012.0,Casual,Paridhan Women Brown Handbag,50183.jpg,Handbags,Black,Summer
22664,Unisex,Accessories,Bags,2015.0,Casual,Wildcraft Unisex Red & Black Backpack,22664.jpg,Backpacks,Black,Summer
42200,Women,Apparel,Topwear,2012.0,Casual,Sepia Women Yellow Top,42200.jpg,Tops,Green,Summer
18259,Women,Apparel,Topwear,2011.0,Ethnic,Aneri Women Roshan Peach Kurta,18259.jpg,Kurtas,Brown,Summer
6907,Women,Apparel,Topwear,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt,6907.jpg,Tshirts,Grey,Summer
28912,Men,Accessories,Bags,2015.0,Casual,CABARELLI Men Black Laptop bag,28912.jpg,Laptop Bag,Black,Winter
19947,Unisex,Accessories,Bags,2011.0,Casual,Nike Unisex Classic Base Black Backpack,19947.jpg,Laptop Bag,Black,Winter
24884,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Black Polo T-shirt,24884.jpg,Tops,Black,Summer
11755,Women,Apparel,Topwear,2011.0,Casual,Lee Women Solid White Shirts,11755.jpg,Tshirts,White,Summer
3150,Men,Footwear,Shoes,2010.0,Sports,Nike Men's Lunarswift Black Shoe,3150.jpg,Sports Shoes,Black,Summer
35339,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Green Pendant,35339.jpg,Earrings,Silver,Summer
26801,Men,Apparel,Topwear,2015.0,Formal,Arrow Men Lavender Striped Shirt,26801.jpg,Shirts,Blue,Fall
12405,Men,Accessories,Socks,2016.0,Formal,Reid & Taylor Men Stripes  Navy Blue Socks,12405.jpg,Socks,Grey,Summer
34027,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,34027.jpg,Tshirts,White,Summer
17507,Men,Apparel,Topwear,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt,17507.jpg,Tshirts,Black,Fall
47216,Men,Footwear,Sandal,2012.0,Casual,Franco Leone Men Brown Sandals,47216.jpg,Sandals,Brown,Summer
31695,Women,Apparel,Topwear,2012.0,Ethnic,Folklore Women Printed Purple Kurta,31695.jpg,Kurtas,Multi,Summer
46102,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Green Lucent Shoes,46102.jpg,Casual Shoes,Red,Summer
56483,Women,Personal Care,Nails,2017.0,,Streetwear Brassy Brown Nail Polish # 67,56483.jpg,Nail Polish,Brown,Spring
46726,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Hope Perfume,46726.jpg,Perfume and Body Mist,White,Spring
34268,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta,34268.jpg,Dupatta,Brown,Fall
26881,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Pink T-shirt,26881.jpg,Tshirts,Red,Summer
39685,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39685.jpg,Casual Shoes,Black,Fall
12159,Women,Apparel,Bottomwear,2011.0,Ethnic,Aurelia Women Solid Red Leggings,12159.jpg,Leggings,Red,Summer
18534,Girls,Accessories,Watches,2016.0,Casual,Chhota Bheem Chutki Kids-Girls Pink Watch,18534.jpg,Watches,White,Winter
15867,Unisex,Footwear,Shoes,2011.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes,15867.jpg,Sports Shoes,White,Fall
42965,Men,Accessories,Wallets,2012.0,Casual,French Connection Men Black Wallet,42965.jpg,Wallets,Black,Summer
56294,Women,Apparel,Innerwear,2017.0,Casual,Biara Women Rose  Bra,56294.jpg,Bra,Black,Summer
2134,Men,Apparel,Topwear,2011.0,Casual,Basics Men Purple Slim Fit Checked Shirt,2134.jpg,Shirts,Red,Fall
24297,Men,Accessories,Socks,2016.0,Casual,Quiksilver Men Grey Socks,24297.jpg,Socks,Grey,Summer
51798,Women,Apparel,Loungewear and Nightwear,2016.0,Casual,Bwitch Golden Coloured Nightdress,51798.jpg,Nightdress,White,Summer
35318,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,35318.jpg,Earrings,Silver,Summer
6370,Men,Footwear,Shoes,2011.0,Casual,Numero Uno Men's Red Black Shoe,6370.jpg,Casual Shoes,Red,Summer
13889,Women,Apparel,Topwear,2011.0,Casual,Scullers Women Check Blue Shirts,13889.jpg,Shirts,Blue,Summer
58666,Women,Apparel,Topwear,2012.0,Ethnic,ALayna Women Navy Blue Kurta,58666.jpg,Kurtas,Red,Summer
4025,Unisex,Footwear,Shoes,2011.0,Casual,ADIDAS Unisex High Can Red Black Shoe,4025.jpg,Casual Shoes,Red,Summer
3350,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Work Hard/ Smart Navy Blue T-shirt,3350.jpg,Tshirts,Blue,Summer
51495,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Blue Jeans,51495.jpg,Jeans,Blue,Summer
49749,Men,Accessories,Ties,2012.0,Casual,Park Avenue Men Brown Tie,49749.jpg,Ties,Black,Summer
43465,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,SDL by Sweet Dreams Women Pink Pyjama Set,43465.jpg,Tops,White,Summer
29506,Women,Accessories,Watches,2016.0,Casual,Giordano Women White Dial Watch,29506.jpg,Watches,White,Winter
18902,Unisex,Accessories,Headwear,2011.0,Casual,ADIDAS Originals Unisex Black Cap,18902.jpg,Caps,Black,Fall
6307,Women,Apparel,Topwear,2011.0,Casual,UCB Women Basic Racerback Green Top,6307.jpg,Tshirts,Blue,Summer
56615,Women,Personal Care,Makeup,2017.0,Casual,Streetwear Stay On Mineral Rose Swirl Blusher,56615.jpg,Highlighter and Blush,Rose,Spring
30319,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Feared Strom Drive Pink T-shirt,30319.jpg,Tshirts,White,Summer
4005,Men,Footwear,Flip Flops,2011.0,Casual,Spalding Men's Yellow And Green With Graphic Flip Flop,4005.jpg,Flip Flops,Yellow,Summer
7169,Men,Apparel,Topwear,2011.0,Casual,Scullers Men Scul Navy Blue Shirt,7169.jpg,Shirts,Grey,Summer
41868,Men,Footwear,Sandal,2015.0,Casual,Estd. 1977 Men Turquoise Blue Sandals,41868.jpg,Heels,Brown,Winter
36321,Boys,Apparel,Topwear,2012.0,Casual,Mr.Men Boys A Lot Of Work Blue T-shirt,36321.jpg,Tshirts,Blue,Summer
26929,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Dark Grey Tunic,26929.jpg,Tops,Black,Summer
4896,Women,Apparel,Topwear,2011.0,Casual,Levis Kids Girl's Diane Yellow Teens Kidswear,4896.jpg,Tops,Yellow,Summer
40609,Women,Apparel,Topwear,2012.0,Ethnic,Span Women Floral Printed Pink Kurta,40609.jpg,Kurtas,Red,Summer
58232,Men,Footwear,Flip Flops,2012.0,Casual,Nike Men Aquahype Red Flip Flops,58232.jpg,Flip Flops,Red,Summer
19074,Women,Apparel,Topwear,2011.0,Ethnic,W Women Thread Work Off White Kurta,19074.jpg,Kurtas,Cream,Summer
55591,Men,Apparel,Topwear,2012.0,Casual,Peter England Men Black Shirt,55591.jpg,Shirts,Black,Summer
16953,Men,Accessories,Eyewear,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,16953.jpg,Sunglasses,Black,Winter
2553,Men,Footwear,Flip Flops,2011.0,Casual,Numero Uno Men's Casual Red Graphic Flip Flop,2553.jpg,Flip Flops,Red,Summer
16154,Men,Footwear,Shoes,2011.0,Formal,Enroute Men Leather Black Formal Shoes,16154.jpg,Formal Shoes,Black,Winter
20777,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Classy Gold Sandals,20777.jpg,Heels,Gold,Winter
54739,Men,Footwear,Shoes,2012.0,Casual,Vans Men Grey Del Norte Canvas Shoes,54739.jpg,Casual Shoes,Grey,Summer
54066,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Olive Shoes,54066.jpg,Casual Shoes,White,Summer
13151,Men,Apparel,Topwear,2011.0,Casual,Puma Men Jersey Blue Polo Tshirts,13151.jpg,Tshirts,Navy Blue,Summer
17320,Men,Accessories,Eyewear,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,17320.jpg,Sunglasses,Black,Winter
4792,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men's Dare Light Blue T-shirt,4792.jpg,Tshirts,White,Summer
35412,Men,Footwear,Shoes,2012.0,Casual,Enroute Men Black Shoes,35412.jpg,Formal Shoes,Black,Summer
40691,Men,Footwear,Shoes,2012.0,Formal,Numero Uno Men Black Shoes,40691.jpg,Formal Shoes,Black,Winter
56640,Women,Apparel,Topwear,2012.0,Casual,Mumbai Slang Women Multi Coloured Tunic,56640.jpg,Kurtas,Blue,Summer
51150,Men,Accessories,Socks,2016.0,Casual,Parx Men Black Socks,51150.jpg,Socks,Black,Summer
19165,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Green T-shirt,19165.jpg,Tshirts,Green,Fall
12429,Men,Footwear,Shoes,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,12429.jpg,Casual Shoes,Brown,Fall
48010,Men,Accessories,Watches,2016.0,Casual,Helix Men Blue Dial Watch,48010.jpg,Watches,Black,Winter
22485,Women,Apparel,Topwear,2011.0,Ethnic,Global Desi Women Printed White Top,22485.jpg,Tops,White,Fall
6804,Men,Footwear,Shoes,2011.0,Casual,Timberland Men's Driver Venetian Brown Shoe,6804.jpg,Casual Shoes,Brown,Winter
52412,Women,Apparel,Loungewear and Nightwear,2015.0,Casual,Red Rose Pink Nightdress 9005,52412.jpg,Dresses,Pink,Summer
