customer_segment,article_id,product_name,product_type,product_group,color_group,style,occasion,target_audience,inventory_level,promotion_strategy,recommended_strategy,product_copy_angle,segment_copy_angle,avg_selling_price,avg_purchase_probability,avg_inventory_score,avg_segment_match_score,avg_campaign_score,customer_count,raw_campaign_score,campaign_score,purchase_probability,ranking_explanation
Loyal High-Value Customers,692586001,Lion Jrsy Coat,Coat,Garment Upper body,Black,everyday,daily_wear,Divided,medium,Awareness campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.0470203389830507,0.7993154,0.7,1.0,0.8246576999999999,1,0.8246576999999999,0.7783970465817125,0.7993154,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Loyal High-Value Customers,599719010,Hudson shorts,Shorts,Garment Lower body,Greenish Khaki,everyday,daily_wear,Ladieswear,medium,Awareness campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.026122033898305,0.7991478,0.7,1.0,0.8245739,1,0.8245739,0.7782882561713598,0.7991478,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Loyal High-Value Customers,897089001,Italian Earring coat,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,low,Premium positioning,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.2381627118644067,0.97111785,0.3,1.0,0.810558925,2,0.810558925,0.7600938065134412,0.97111785,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.81."
Loyal High-Value Customers,775970001,PQ CORINNE JKT DOWN,Jacket,Garment Upper body,Green,streetwear,daily_wear,Ladieswear,low,Premium positioning,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.2143841807909604,0.96490324,0.3,1.0,0.80745162,1,0.80745162,0.7560598567993462,0.96490324,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.96, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.81."
Loyal High-Value Customers,776753001,D2 PE BABS BLZ,Blazer,Garment Upper body,Black,elegant,daily_wear,Ladieswear,low,Premium positioning,"VIP rewards, early access, premium recommendations, loyalty campaigns",elegant and daily_wear focused,"exclusive, personalized, rewarding",0.2525423728813559,0.9648595,0.3,1.0,0.80742975,1,0.80742975,0.7560314648390308,0.9648595,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.96, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.81."
High-Value One-Time Buyers,549607001,Annie fur,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,Reactivation campaigns with premium positioning,streetwear and daily_wear focused,"quality, exclusivity, worth coming back for",0.0948983050847457,0.987399,1.0,0.9,0.9686994999999999,1,0.9686994999999999,0.9653942605429214,0.987399,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.97."
High-Value One-Time Buyers,878183001,PU Radiator jacket,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,Reactivation campaigns with premium positioning,streetwear and daily_wear focused,"quality, exclusivity, worth coming back for",0.1016779661016949,0.98731506,1.0,0.9,0.96865753,1,0.96865753,0.9653397744627006,0.98731506,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.97."
High-Value One-Time Buyers,881112001,Shaping Skinny RW,Trousers,Garment Lower body,Black,streetwear,daily_wear,Divided,high,Promote aggressively,Reactivation campaigns with premium positioning,streetwear and daily_wear focused,"quality, exclusivity, worth coming back for",0.084728813559322,0.987049125,1.0,0.9,0.9685245625000001,2,0.9685245625000001,0.9651671540702356,0.987049125,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.97."
High-Value One-Time Buyers,654861001,Martha cashmere jumper,Sweater,Garment Upper body,Dark Blue,everyday,daily_wear,Ladieswear,high,Promote aggressively,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.1677966101694915,0.98679334,1.0,0.9,0.96839667,1,0.96839667,0.9650011221184928,0.98679334,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.97."
High-Value One-Time Buyers,642548002,Siri jumper,Sweater,Garment Upper body,Grey,everyday,daily_wear,Ladieswear,high,Promote aggressively,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.1858474576271186,0.9865674,1.0,0.9,0.9682837,1,0.9682837,0.9648544627789039,0.9865674,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.97."
High-Value One-Time Buyers,704406001,Majken fancy loafer,Flat shoe,Shoes,Yellowish Brown,everyday,daily_wear,Ladieswear,high,Deprioritize,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.0508305084745762,0.899860295,1.0,0.9,0.9249301475,2,0.9249301475,0.9085722340590392,0.899860295,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.92."
High-Value One-Time Buyers,657225001,Calum cableknitsweater,Sweater,Garment Upper body,Light Beige,everyday,daily_wear,Menswear,high,Deprioritize,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.0508305084745762,0.8997121,1.0,0.9,0.9248560499999999,1,0.9248560499999999,0.9084760395789543,0.8997121,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.92."
High-Value One-Time Buyers,822201002,Lolo dress,Dress,Garment Full body,Black,elegant,work_or_outing,Ladieswear,high,Deprioritize,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.089276836158192,0.8997065,1.0,0.9,0.92485325,1,0.92485325,0.9084724045771764,0.8997065,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.92."
High-Value One-Time Buyers,784279001,Shallow coat,Coat,Garment Upper body,Black,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.2525423728813559,0.99005365,0.7,0.9,0.895026825,1,0.895026825,0.8697512946117153,0.99005365,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.90."
High-Value One-Time Buyers,688411001,PE EVA FAKE FUR,Coat,Garment Upper body,Dark Grey,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.2525423728813559,0.9895858,0.7,0.9,0.8947929,1,0.8947929,0.8694476096863959,0.9895858,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.89."
High-Value One-Time Buyers,653431001,Dawn fur coat,Coat,Garment Upper body,Off White,elegant,work_or_outing,Ladieswear,medium,Personalized recommendation,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.1677966101694915,0.9889753,0.7,0.9,0.89448765,1,0.89448765,0.8690513295818592,0.9889753,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.89."
High-Value One-Time Buyers,703028001,Cuba dress,Dress,Garment Full body,Dark Red,elegant,work_or_outing,Divided,high,Discount campaign,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.0297005649717513,0.7997923,1.0,0.9,0.87489615,1,0.87489615,0.8436173519634108,0.7997923,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.87."
High-Value One-Time Buyers,897098001,New Esme Dress,Dress,Garment Full body,Black,elegant,work_or_outing,Divided,high,Discount campaign,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.0457457627118643,0.7994401,1.0,0.9,0.87472005,1,0.87472005,0.8433887363158795,0.7994401,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.87."
High-Value One-Time Buyers,551892001,TD small dot,Shirt,Garment Upper body,Black,elegant,work_or_outing,Menswear,high,Discount campaign,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.0338813559322033,0.7991909,1.0,0.9,0.87459545,1,0.87459545,0.8432269787367632,0.7991909,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.90, and a raw campaign score of 0.87."
High-Value One-Time Buyers,649445004,Elena heeled boot,Boots,Shoes,Black,everyday,daily_wear,Divided,medium,Awareness campaign,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.0508305084745762,0.7993593,0.7,0.9,0.79967965,1,0.79967965,0.7459701693822901,0.7993593,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.80."
High-Value One-Time Buyers,868734001,Grad Lula Offshoulder,Dress,Garment Full body,White,elegant,work_or_outing,Divided,medium,Awareness campaign,Reactivation campaigns with premium positioning,elegant and work_or_outing focused,"quality, exclusivity, worth coming back for",0.0356464891041162,0.7993179,0.7,0.9,0.79965895,1,0.79965895,0.745943296333432,0.7993179,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.80."
High-Value One-Time Buyers,783652001,Sylvia boot,Bootie,Shoes,Black,everyday,daily_wear,Ladieswear,medium,Awareness campaign,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.0762542372881355,0.799198,0.7,0.9,0.799599,1,0.799599,0.7458654683489374,0.799198,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.90, and a raw campaign score of 0.80."
High-Value One-Time Buyers,853928001,PQ MARITA JACKET WOOL/CASH,Coat,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,low,Premium positioning,Reactivation campaigns with premium positioning,streetwear and daily_wear focused,"quality, exclusivity, worth coming back for",0.2186440677966101,0.98901397,0.3,0.9,0.7945069849999999,1,0.7945069849999999,0.7392549384996251,0.98901397,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.30, a segment match score of 0.90, and a raw campaign score of 0.79."
High-Value One-Time Buyers,784272001,Freddy fur coat,Coat,Garment Upper body,Dark Green,everyday,daily_wear,Ladieswear,low,Premium positioning,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.101002421307506,0.9883619,0.3,0.9,0.79418095,1,0.79418095,0.7388316749979621,0.9883619,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.30, a segment match score of 0.90, and a raw campaign score of 0.79."
High-Value One-Time Buyers,629095001,Stella jumper,Sweater,Garment Upper body,Black,everyday,daily_wear,Ladieswear,low,Premium positioning,Reactivation campaigns with premium positioning,everyday and daily_wear focused,"quality, exclusivity, worth coming back for",0.1357457627118644,0.9879457,0.3,0.9,0.79397285,1,0.79397285,0.7385615164729691,0.9879457,"Recommended for High-Value One-Time Buyers because it has an average purchase probability of 0.99, an inventory score of 0.30, a segment match score of 0.90, and a raw campaign score of 0.79."
Regular Shoppers,560783011,Polly pencil case,Bag,Accessories,Light Pink,everyday,daily_wear,Divided,high,Promote aggressively,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0027401129943502,0.97036463,1.0,0.75,0.922682315,1,0.922682315,0.9056540643683559,0.97036463,"Recommended for Regular Shoppers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.92."
Regular Shoppers,698387016,&DENIM Skinny Shaping HW,Trousers,Garment Lower body,Dark Grey,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",streetwear and daily_wear focused,"easy, relevant, everyday style",0.081186440677966,0.96743625,1.0,0.75,0.921218125,1,0.921218125,0.9037532310636496,0.96743625,"Recommended for Regular Shoppers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.92."
Regular Shoppers,909014001,Stringer coat,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",streetwear and daily_wear focused,"easy, relevant, everyday style",0.1168018252933506,0.9627942,1.0,0.75,0.9188971,1,0.9188971,0.9007400417773846,0.9627942,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.92."
Regular Shoppers,790006001,L Lilo Pile Coat,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",streetwear and daily_wear focused,"easy, relevant, everyday style",0.11220748100526,0.9610860375,1.0,0.75,0.9180430187499999,4,0.9180430187499999,0.8996312607551639,0.9610860375,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.92."
Regular Shoppers,534181005,Femme (1),Coat,Garment Upper body,Light Beige,everyday,daily_wear,Ladieswear,high,Promote aggressively,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.1245762711864406,0.9608666,1.0,0.75,0.9179333000000001,1,0.9179333000000001,0.8994888222368359,0.9608666,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.92."
Regular Shoppers,879166005,Debra,Skirt,Garment Lower body,Off White,everyday,daily_wear,Ladieswear,high,Deprioritize,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.054472693032015,0.8997825,1.0,0.75,0.8873912500000001,1,0.8873912500000001,0.8598386772187653,0.8997825,"Recommended for Regular Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.89."
Regular Shoppers,777036004,Roundabout skirt,Skirt,Garment Lower body,Black,everyday,daily_wear,Ladieswear,high,Deprioritize,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0840042372881355,0.8997049,1.0,0.75,0.8873524500000001,1,0.8873524500000001,0.859788306479843,0.8997049,"Recommended for Regular Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.89."
Regular Shoppers,794535001,Linn Offshoulder Dress,Dress,Garment Full body,Black,elegant,work_or_outing,Divided,high,Deprioritize,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.0147149460708782,0.8992475,1.0,0.75,0.88712375,1,0.88712375,0.859491404727484,0.8992475,"Recommended for Regular Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.89."
Regular Shoppers,368038011,Biq Square Claw,Hair clip,Accessories,Light Orange,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0017254237288135,0.9691878,0.7,0.75,0.8470939,1,0.8470939,0.8075240561850116,0.9691878,"Recommended for Regular Shoppers because it has an average purchase probability of 0.97, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.85."
Regular Shoppers,708714003,Moa,Coat,Garment Upper body,Dark Blue,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.1186271186440677,0.9622952,0.7,0.75,0.8436475999999999,1,0.8436475999999999,0.8030500181038815,0.9622952,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.84."
Regular Shoppers,508903014,Honey raw cut tee,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Divided,medium,Personalized recommendation,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.0063107344632767,0.9601544,0.7,0.75,0.8425772,1,0.8425772,0.8016604088527887,0.9601544,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.84."
Regular Shoppers,603575001,Amber slacks flockprint,Trousers,Garment Lower body,Dark Blue,everyday,daily_wear,Ladieswear,high,Discount campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0178135593220339,0.79921013,1.0,0.75,0.837105065,1,0.837105065,0.7945564015478285,0.79921013,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.84."
Regular Shoppers,625316006,GOSSIP loose tank conscious,Vest top,Garment Upper body,Dark Purple,sporty,workout,Sport,high,Discount campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",sporty and workout focused,"easy, relevant, everyday style",0.0151694915254237,0.7989895499999999,1.0,0.75,0.836994775,2,0.836994775,0.7944132214242269,0.7989895499999999,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.84."
Regular Shoppers,621248001,Let's Go Top,Top,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,high,Discount campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.0677796610169491,0.7989446,1.0,0.75,0.8369723,1,0.8369723,0.7943840440438847,0.7989446,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 0.75, and a raw campaign score of 0.84."
Regular Shoppers,803582001,Galaxy,Dress,Garment Full body,Red,elegant,work_or_outing,Ladieswear,medium,Awareness campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.0542033898305084,0.7999993,0.7,0.75,0.76249965,1,0.76249965,0.6977025386315098,0.7999993,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.76."
Regular Shoppers,661656003,HW EARRING pack,Other accessories,Accessories,Gold,everyday,daily_wear,Divided,medium,Awareness campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0049830508474575,0.79959387,0.7,0.75,0.762296935,1,0.762296935,0.6974393709938647,0.79959387,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.76."
Regular Shoppers,628924003,CHLOE,Blouse,Garment Upper body,Yellow,elegant,work_or_outing,Divided,medium,Awareness campaign,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.020322033898305,0.79904145,0.7,0.75,0.762020725,1,0.762020725,0.6970807910506244,0.79904145,"Recommended for Regular Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 0.75, and a raw campaign score of 0.76."
Regular Shoppers,762656010,Small basic scrunchie,Hair string,Accessories,Off White,everyday,daily_wear,Ladieswear,low,Premium positioning,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.0031559322033897,0.9773142,0.3,0.75,0.7511571,1,0.7511571,0.6829774709829821,0.9773142,"Recommended for Regular Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 0.75, and a raw campaign score of 0.75."
Regular Shoppers,511803008,Messi scarf,Scarf,Accessories,Pink,everyday,daily_wear,Ladieswear,low,Premium positioning,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",everyday and daily_wear focused,"easy, relevant, everyday style",0.003207627118644,0.97247374,0.3,0.75,0.74873687,1,0.74873687,0.6798354922855113,0.97247374,"Recommended for Regular Shoppers because it has an average purchase probability of 0.97, an inventory score of 0.30, a segment match score of 0.75, and a raw campaign score of 0.75."
Regular Shoppers,712407001,PC Time blazer,Blazer,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,low,Premium positioning,"Cross-sell recommendations, seasonal edits, everyday outfit suggestions",elegant and work_or_outing focused,"easy, relevant, everyday style",0.0608305084745762,0.9601231,0.3,0.75,0.74256155,1,0.74256155,0.6718185997215547,0.9601231,"Recommended for Regular Shoppers because it has an average purchase probability of 0.96, an inventory score of 0.30, a segment match score of 0.75, and a raw campaign score of 0.74."
